,fit_time,score_time,test_nmae,train_nmae,test_nmse,train_nmse,test_nrmse,train_nrmse,test_rmsle,train_rmsle,test_norm_rmse,train_norm_rmse
PLT_svr_4,12.407974243164062,0.006821870803833008,-54.08462627626302,-52.86394479220812,-4924.16810262921,-4643.107431740028,-70.17241696442564,-68.14035098045818,0.39428126495479515,0.3690874880925596,0.18140629561503685,0.15614839138662012
RBC_svr_0,8.611308574676514,0.010970115661621094,-0.04110197516002792,-0.03464746829113351,-0.003383736310078787,-0.0024610110395151094,-0.05816989178328241,-0.04960857828556579,0.01386071811921118,0.010705767528820003,0.012047867795329875,0.010423396844325226
RBC_svr_1,8.220558881759644,0.0033919811248779297,-0.0349248821979048,-0.03616279164622449,-0.0025107685715761345,-0.0026675492623169867,-0.05010757000270652,-0.05164832293808761,0.010186172311781613,0.01132903689372123,0.01084512864407367,0.010646607712072112
RBC_svr_2,8.358301877975464,0.01595592498779297,-0.0350824434697882,-0.03618327267842156,-0.0025182000712193862,-0.002665255935656981,-0.05018167066987095,-0.05162611679815732,0.011032227902392628,0.01126368949394948,0.011100860007827304,0.010568444904647948
RBC_svr_3,8.351502656936646,0.015946388244628906,-0.036197816011189814,-0.03608537196290679,-0.002659057787929712,-0.002641260895192334,-0.05156605266965576,-0.05139319891962685,0.010515023672294926,0.011194705505991016,0.011052085363819034,0.010534445304715328
RBC_svr_4,7.993337631225586,0.024535417556762695,-0.033951869612681825,-0.03648831230492967,-0.002337197807491031,-0.0027114730359864103,-0.04834457371299318,-0.05207180653661259,0.010568826577639938,0.011381735416788875,0.010558249966712336,0.010662035884807646
RDW_svr_0,12.92099380493164,0.010917901992797852,-1.255549802127135,-1.1253468985447126,-2.5808282219646963,-2.1123939292613163,-1.6064956339700074,-1.4534076954734059,0.10481159052366812,0.0983691495602715,0.168392117241686,0.14929369201122905
RDW_svr_1,13.75693130493164,0.010970354080200195,-1.136873817874426,-1.163738360352454,-2.0977876223530827,-2.2278474340487406,-1.4483741306558477,-1.4925975459073824,0.0977686444531723,0.10039681663316655,0.15626509004595202,0.15289785122102703
RDW_svr_2,12.123573303222656,0.017966270446777344,-1.1368418727280132,-1.1624415782165152,-2.147342136134189,-2.2157375833611703,-1.4653812255294487,-1.488535381964826,0.0987919644546037,0.10009089295170834,0.1567629765980457,0.1525126921876839
RDW_svr_3,12.5739164352417,0.019019603729248047,-1.0648939606693941,-1.1848161766175314,-1.883883354632196,-2.2841521379902883,-1.3725463032743908,-1.5113411719364653,0.09463576872078858,0.10130591827772287,0.13948583106302892,0.15652497129248485
RDW_svr_4,12.123727798461914,0.028643369674682617,-1.221099252706048,-1.144798006697267,-2.4090867288904367,-2.156002479320452,-1.5521232969356644,-1.4683332317020044,0.10516226109262831,0.09859810451413024,0.17162095789568269,0.1515371196712402
WBC_svr_0,9.265810012817383,0.043889760971069336,-0.0500652429049631,-0.05096906303005798,-0.004371988324897384,-0.004415702568244231,-0.06612101273345247,-0.06645075295468239,0.010080622216439492,0.009883953626653896,0.00424239046571854,0.004184865293784393
WBC_svr_1,9.28376293182373,0.047875165939331055,-0.050595353786896204,-0.05046439041726612,-0.004480524625484763,-0.004381908768303531,-0.06693672105417746,-0.06619598755440946,0.009795508826778026,0.009942472042623917,0.004296638614852405,0.00416822402858428
WBC_svr_2,8.805294036865234,0.029884815216064453,-0.05086419952025988,-0.0505011329025503,-0.004393536711603936,-0.0044055296009801554,-0.06628375903344602,-0.06637416365559837,0.010045518555947703,0.009890529215638676,0.004254111033809361,0.0041795874690168785
WBC_svr_3,8.982394218444824,0.24884796142578125,-0.05083633952059389,-0.0502963512817321,-0.004427419805730483,-0.004393398827129073,-0.06653885936601621,-0.06628271891774713,0.010220403841429405,0.009836561300273324,0.004190002349311822,0.004198727259484663
WBC_svr_4,8.714465856552124,0.03642892837524414,-0.050853293323879604,-0.050844776629228275,-0.004364056821288282,-0.004419169145739972,-0.06606100832781985,-0.06647683164637114,0.009455423078668371,0.010038576549713298,0.004186246563865623,0.004186483156705765
EOS_knn_0,4.572043180465698,5.090206623077393,-0.09056706234588752,-0.0,-0.013966023318861457,-0.0,-0.11817793076061815,-0.0,0.10107755290534456,0.0,0.2363558615212363,0.0
EOS_knn_1,3.962567090988159,4.046349287033081,-0.08690135635740852,-0.0,-0.012954774468256313,-0.0,-0.11381904264338333,-0.0,0.09727671540061068,0.0,0.22763808528676666,0.0
EOS_knn_2,3.9463396072387695,4.2859251499176025,-0.08604759804936855,-0.0,-0.012706839233606628,-0.0,-0.11272461680399108,-0.0,0.09646822390332266,0.0,0.22544923360798216,0.0
EOS_knn_3,4.274844646453857,5.685533761978149,-0.08586192860098193,-0.0,-0.012625208223740237,-0.0,-0.1123619518508834,-0.0,0.09571344297215538,0.0,0.2247239037017668,0.0
EOS_knn_4,4.766047239303589,5.413974761962891,-0.08439864316706201,-0.0,-0.012139718287567266,-0.0,-0.11018038975955416,-0.0,0.09489401790188437,0.0,0.22036077951910832,0.0
HCT_knn_0,3.984309196472168,4.0574424266815186,-0.010773354276351042,-0.0,-0.0002021984468936686,-0.0,-0.0142196500271163,-0.0,0.010630410872243921,0.0,0.04164180954219619,0.0
HCT_knn_1,4.260519981384277,6.599292516708374,-0.010061319799935171,-0.0,-0.00017479031445296082,-0.0,-0.013220828811120761,-0.0,0.009726618603178153,0.0,0.03833884858411975,0.0
HCT_knn_2,3.982804536819458,4.26853609085083,-0.01010189831660012,-0.0,-0.00017591139877999734,-0.0,-0.01326315945693172,-0.0,0.009733370208521431,0.0,0.03692626014699605,0.0
HCT_knn_3,4.321704864501953,6.488258123397827,-0.009721575291704374,-0.0,-0.00016470706940922183,-0.0,-0.012833825205651735,-0.0,0.00931919524457639,0.0,0.03608483203392486,0.0
HCT_knn_4,4.416597604751587,6.65251088142395,-0.010331602912344159,-0.0,-0.0001839970888204025,-0.0,-0.013564552658322446,-0.0,0.010051415747272639,0.0,0.03897814415649944,0.0
HGB_knn_0,3.9589426517486572,4.0059404373168945,-3.4114684070932104,-0.0,-20.402049838580254,-0.0,-4.516862831499342,-0.0,0.04390637958322385,0.0,0.0387173897125353,0.0
HGB_knn_1,4.349352836608887,7.1645660400390625,-3.175906067788409,-0.0,-17.518583779794287,-0.0,-4.185520729824939,-0.0,0.03823539013771173,0.0,0.03756820249516352,0.0
HGB_knn_2,4.139386177062988,5.966893672943115,-3.15215832545617,-0.0,-17.406054825363956,-0.0,-4.172056426435764,-0.0,0.037492981640210594,0.0,0.036888803161976916,0.0
HGB_knn_3,4.1752870082855225,6.70620584487915,-3.0462981986523543,-0.0,-16.058085114875627,-0.0,-4.00725406168309,-0.0,0.03448024795140001,0.0,0.034785092386740164,0.0
HGB_knn_4,4.208702802658081,6.787059307098389,-3.2866422322538864,-0.0,-18.657405424577536,-0.0,-4.319421885458462,-0.0,0.0394403296256002,0.0,0.03817605487068534,0.0
LY_knn_0,3.971794366836548,2.9092113971710205,-0.47827514323614684,-0.0,-0.3531982320658407,-0.0,-0.5943048309292469,-0.0,0.2641842481264408,0.0,0.161132013053028,0.0
LY_knn_1,4.197706699371338,5.919436693191528,-0.46794490494809826,-0.0,-0.34190797754681473,-0.0,-0.5847289778579601,-0.0,0.2474084357625153,0.0,0.15878981691652436,0.0
LY_knn_2,4.341317415237427,6.291921138763428,-0.4463009175254788,-0.0,-0.32030221081157007,-0.0,-0.5659524810543461,-0.0,0.22978926514384126,0.0,0.15498319740417416,0.0
LY_knn_3,4.287448167800903,6.238087177276611,-0.44021097165196615,-0.0,-0.3204682639409989,-0.0,-0.5660991644058476,-0.0,0.220307018311943,0.0,0.15546291159943446,0.0
LY_knn_4,4.226623058319092,5.995212078094482,-0.4318895652152498,-0.0,-0.3100550898014929,-0.0,-0.5568259061874662,-0.0,0.21725869007139642,0.0,0.15049348815877464,0.0
MCH_knn_0,4.3096818923950195,6.764862537384033,-0.4636914696306869,-0.0,-0.37758498902770427,-0.0,-0.6144794455697475,-0.0,0.02005494640584613,0.0,0.05295573637132262,0.0
MCH_knn_1,4.323649883270264,6.9938881397247314,-0.4257761506542606,-0.0,-0.30950623900096913,-0.0,-0.5563328491119045,-0.0,0.018216730359614547,0.0,0.048938895182686286,0.0
MCH_knn_2,4.1191723346710205,6.406242847442627,-0.4267617790158947,-0.0,-0.31215443821324385,-0.0,-0.5587078290244767,-0.0,0.01822614453768349,0.0,0.04866700301233604,0.0
MCH_knn_3,4.220884323120117,6.748591899871826,-0.41456475865474307,-0.0,-0.300234039605362,-0.0,-0.5479361638050203,-0.0,0.01775289862924861,0.0,0.04741554838865539,0.0
MCH_knn_4,3.9280776977539062,4.471228122711182,-0.4423777224274767,-0.0,-0.3341975261389681,-0.0,-0.5780981976610619,-0.0,0.018646529890945878,0.0,0.05073714068403791,0.0
MCHC_knn_0,4.4173829555511475,5.619091987609863,-5.857069932914666,-0.0,-55.012477213602885,-0.0,-7.417039652961476,-0.0,0.022910648066458393,0.0,0.16635455622199463,0.0
MCHC_knn_1,4.5577452182769775,5.610345363616943,-5.458655530816389,-0.0,-48.018485645792076,-0.0,-6.929537188426949,-0.0,0.021267788417309755,0.0,0.1547048414569408,0.0
MCHC_knn_2,4.577692031860352,5.789523601531982,-5.424075836947562,-0.0,-47.86090988937313,-0.0,-6.918157983840289,-0.0,0.021180648348469378,0.0,0.14897649197691262,0.0
MCHC_knn_3,4.33468222618103,5.488403081893921,-5.24468987184791,-0.0,-44.93728897694129,-0.0,-6.7035280992132265,-0.0,0.020489579979565638,0.0,0.15230380424087425,0.0
MCHC_knn_4,4.089712858200073,2.528815269470215,-5.468108874522009,-0.0,-48.48531406543542,-0.0,-6.963139670108264,-0.0,0.021174243650021744,0.0,0.15562657836490176,0.0
MCV_knn_0,3.8696978092193604,3.9422190189361572,-1.580853001503829,-0.0,-4.371279424508598,-0.0,-2.09076048951299,-0.0,0.022303912239507936,0.0,0.06606595288132551,0.0
MCV_knn_1,4.186161279678345,6.787899017333984,-1.4528867365008011,-0.0,-3.6018012251557945,-0.0,-1.8978412012483539,-0.0,0.02055460216851446,0.0,0.06025061290309646,0.0
MCV_knn_2,4.230041027069092,6.99760890007019,-1.4351824334694363,-0.0,-3.5187893987134533,-0.0,-1.875843649858232,-0.0,0.02040878275391518,0.0,0.06062189063890656,0.0
MCV_knn_3,4.268636226654053,7.115347623825073,-1.4340965740552618,-0.0,-3.535058444633743,-0.0,-1.8801751100984565,-0.0,0.020291408994545776,0.0,0.06098093142570182,0.0
MCV_knn_4,4.600480318069458,7.1464455127716064,-1.4351344289866002,-0.0,-3.4669486420729463,-0.0,-1.8619743935062443,-0.0,0.0202772669894997,0.0,0.05969523950932846,0.0
MONO_knn_0,3.816197395324707,5.055319547653198,-0.16988683754252082,-0.0,-0.049303762086603996,-0.0,-0.22204450474308973,-0.0,0.13887210966275262,0.0,0.16159673112378037,0.0
MONO_knn_1,3.7444090843200684,4.726095676422119,-0.16223419049837984,-0.0,-0.04557714721632324,-0.0,-0.21348804935247134,-0.0,0.13123827181711661,0.0,0.163643959724191,0.0
MONO_knn_2,3.7703068256378174,4.690190076828003,-0.1625428096090392,-0.0,-0.04629771979127261,-0.0,-0.21516904933394257,-0.0,0.13471072335480935,0.0,0.15369217809567326,0.0
MONO_knn_3,3.5424230098724365,3.284844398498535,-0.1508243846649724,-0.0,-0.04048978570377642,-0.0,-0.20122073875169136,-0.0,0.12504504144829798,0.0,0.1465794079016708,0.0
MONO_knn_4,3.6805014610290527,4.7511091232299805,-0.16416910693807843,-0.0,-0.04691910997023132,-0.0,-0.21660819460544728,-0.0,0.13245259129702128,0.0,0.1634996750798618,0.0
MPV_knn_0,3.9517745971679688,4.803901672363281,-0.8916663647125731,-0.0,-1.2492150132457263,-0.0,-1.117682876868804,-0.0,0.1229553541562045,0.0,0.21218567189510348,0.0
MPV_knn_1,3.869758367538452,4.438719272613525,-0.8475718645531621,-0.0,-1.1293085996029901,-0.0,-1.062689324122055,-0.0,0.11593979774133253,0.0,0.18842750244783127,0.0
MPV_knn_2,4.061370372772217,5.196669816970825,-0.8341208620478014,-0.0,-1.104300616300082,-0.0,-1.0508570865251288,-0.0,0.11429378076029412,0.0,0.20680464271389312,0.0
MPV_knn_3,3.617000102996826,2.5276682376861572,-0.8594847883628814,-0.0,-1.1537784096028427,-0.0,-1.0741407773671208,-0.0,0.11666025414792142,0.0,0.20550671129102693,0.0
MPV_knn_4,3.6400656700134277,3.698664903640747,-0.8498100074288765,-0.0,-1.1413120531660292,-0.0,-1.0683220737053172,-0.0,0.1156746597409839,0.0,0.20713157413614508,0.0
NEUT_knn_0,3.955953598022461,6.203006744384766,-0.6295562649236309,-0.0,-0.6539388187689411,-0.0,-0.8086648371043106,-0.0,0.1747760589059725,0.0,0.06555059641977175,0.0
NEUT_knn_1,3.8638715744018555,6.010686635971069,-0.5842620965734897,-0.0,-0.5705055502225599,-0.0,-0.7553181781359164,-0.0,0.15707576514795052,0.0,0.06116788767128066,0.0
NEUT_knn_2,3.5640511512756348,4.1373021602630615,-0.6017107979443186,-0.0,-0.6025441316685379,-0.0,-0.7762371619991779,-0.0,0.16238225506286294,0.0,0.06202671030204238,0.0
NEUT_knn_3,3.895285129547119,6.4144415855407715,-0.5833617601175656,-0.0,-0.5682999563152688,-0.0,-0.7538567213438299,-0.0,0.1771386340038723,0.0,0.060434919925329796,0.0
NEUT_knn_4,3.63044810295105,5.792972803115845,-0.5929291743009973,-0.0,-0.5829349196393746,-0.0,-0.763501748288355,-0.0,0.1650688020174983,0.0,0.06221584170313189,0.0
PLT_knn_0,3.711702585220337,4.108586311340332,-59.7420768284873,-0.0,-5683.375205581811,-0.0,-75.38816356419495,-0.0,0.41478474202212273,0.0,0.16752023554420895,0.0
PLT_knn_1,3.7637417316436768,4.354475021362305,-56.548245667314504,-0.0,-5325.444879299209,-0.0,-72.97564579569823,-0.0,0.3594055211875639,0.0,0.16096320268173314,0.0
PLT_knn_2,3.4869468212127686,2.440246343612671,-55.00213324805975,-0.0,-5099.175618936315,-0.0,-71.40851223023985,-0.0,0.3802769855864388,0.0,0.156496335900488,0.0
PLT_knn_3,3.842287540435791,4.572363615036011,-51.85117915662364,-0.0,-4566.598025311899,-0.0,-67.57660856621837,-0.0,0.35711751973383055,0.0,0.14880959763872295,0.0
PLT_knn_4,3.87453293800354,4.945057392120361,-55.29968888518384,-0.0,-5137.899731005987,-0.0,-71.67914432389652,-0.0,0.38556746897200583,0.0,0.16430477100583682,0.0
RBC_knn_0,3.6582162380218506,6.461723804473877,-0.11491267204404663,-0.0,-0.023403168921674104,-0.0,-0.15298094300165005,-0.0,0.03379261806140631,0.0,0.037989367165096134,0.0
RBC_knn_1,3.4667298793792725,5.062463760375977,-0.10700734351148873,-0.0,-0.020669243932481138,-0.0,-0.1437680212442292,-0.0,0.029887551300307645,0.0,0.035050415394021144,0.0
RBC_knn_2,3.799839973449707,6.759927272796631,-0.10610222489650543,-0.0,-0.019906973530538424,-0.0,-0.14109207465530593,-0.0,0.02942156611840963,0.0,0.03360948851284275,0.0
RBC_knn_3,3.57045578956604,6.228342771530151,-0.10355235281910571,-0.0,-0.01888105489260064,-0.0,-0.1374083508837823,-0.0,0.027561151946129913,0.0,0.0339719202860731,0.0
RBC_knn_4,3.8207876682281494,6.859654664993286,-0.11065171533094409,-0.0,-0.02133987684321037,-0.0,-0.14608174712540362,-0.0,0.03094857988162695,0.0,0.03574467223709598,0.0
RDW_knn_0,3.5940682888031006,4.0872581005096436,-1.3042041033873035,-0.0,-2.889288168534664,-0.0,-1.6997906249108048,-0.0,0.1109840674911623,0.0,0.20363137381328303,0.0
RDW_knn_1,4.128143787384033,4.639543294906616,-1.1431949803891408,-0.0,-2.2465673986196606,-0.0,-1.4988553628084536,-0.0,0.10051165633266464,0.0,0.17915004882957802,0.0
RDW_knn_2,3.8325958251953125,4.684731483459473,-1.1176816283250661,-0.0,-2.184010344410079,-0.0,-1.4778397559986263,-0.0,0.09916842085193811,0.0,0.17441181146603968,0.0
RDW_knn_3,3.4434311389923096,2.0463407039642334,-1.048819443707323,-0.0,-1.9437887879297742,-0.0,-1.3941982599077414,-0.0,0.09507365007512637,0.0,0.16587132828684523,0.0
RDW_knn_4,4.119159460067749,4.909421682357788,-1.18293463628719,-0.0,-2.4191497270639517,-0.0,-1.5553616065288327,-0.0,0.10460876557240327,0.0,0.18441430089464683,0.0
WBC_knn_0,3.8675758838653564,6.451083660125732,-0.5699845513383627,-0.0,-0.5422448308346494,-0.0,-0.7363727526427423,-0.0,0.11569540564979083,0.0,0.04895939322174399,0.0
WBC_knn_1,3.4597251415252686,3.781920909881592,-0.5247495959322614,-0.0,-0.46348101327269026,-0.0,-0.6807943986789919,-0.0,0.10143381798906935,0.0,0.04516016373906348,0.0
WBC_knn_2,4.3408424854278564,6.645708322525024,-0.5352473776572508,-0.0,-0.4808985654083295,-0.0,-0.6934685035445586,-0.0,0.10219231325248036,0.0,0.04512658493318169,0.0
WBC_knn_3,3.43332839012146,4.759152412414551,-0.5331561769619454,-0.0,-0.47740058127760604,-0.0,-0.6909418074466228,-0.0,0.10656364140074269,0.0,0.04433764339072065,0.0
WBC_knn_4,3.6728765964508057,6.607928991317749,-0.5691657796050797,-0.0,-0.5381708067707351,-0.0,-0.7336012587030745,-0.0,0.10480941047925056,0.0,0.04787678973698201,0.0
EOS_mlp_0,64.22705841064453,0.04182910919189453,-0.043483176656255076,-0.043130779503568945,-0.003376719452584895,-0.0032799594636392293,-0.058109547000341474,-0.05727093035423145,0.05078565024757216,0.050237235366289754,0.11621909400068295,0.1145418607084629
EOS_mlp_1,62.5206093788147,0.026741504669189453,-0.0442353013337767,-0.04368812956806487,-0.003463466240540014,-0.003326187225355885,-0.058851221232358586,-0.05767310660399598,0.051554662023460734,0.05054854533468129,0.11770244246471717,0.11534621320799196
EOS_mlp_2,63.909027099609375,0.022962093353271484,-0.04321133249099327,-0.042990515710097134,-0.003270058875987731,-0.0032655169058815963,-0.057184428614682606,-0.057144701468129104,0.05029268861057918,0.050120679601571204,0.11436885722936521,0.11428940293625821
EOS_mlp_3,66.70136427879333,0.018949270248413086,-0.04441264249763252,-0.0438801960176256,-0.003427771692214867,-0.0033636032056698637,-0.05854717492940942,-0.05799657925834819,0.05112755213681386,0.05092563080640697,0.11709434985881884,0.11599315851669638
EOS_mlp_4,67.1378824710846,0.01601266860961914,-0.04370739631448253,-0.04357612836209095,-0.003311909362976451,-0.0033319426873396635,-0.057549190810787694,-0.057722982315016116,0.05095536486127964,0.0506142246272041,0.11509838162157539,0.11544596463003223
HCT_mlp_0,65.91527318954468,0.038617849349975586,-0.003200489396649697,-0.0031636432861323065,-1.5828798767021905e-05,-1.5355380711889895e-05,-0.0039785422917221714,-0.003918594226491165,0.0029422568788792696,0.0028575260381535207,0.010250210925055146,0.009867742079568316
HCT_mlp_1,67.82167768478394,0.03267931938171387,-0.0029152925949182166,-0.002895281641487482,-1.2430433262922345e-05,-1.236456103664006e-05,-0.0035256819571428087,-0.003516327777190298,0.002579474025666321,0.0025773653974857378,0.009098231903795826,0.008870785875165783
HCT_mlp_2,67.83229494094849,0.027126073837280273,-0.003448342993360272,-0.003405788365035177,-1.8501900012655607e-05,-1.8133791986833392e-05,-0.004301383499835327,-0.004258379032781534,0.003141767354592363,0.003114684105210964,0.01081819837555053,0.010717352792792232
HCT_mlp_3,62.22492170333862,0.03490447998046875,-0.003758133221805959,-0.003686018924865722,-2.2176625051950518e-05,-2.1048712829803836e-05,-0.004709206414243329,-0.00458788762174967,0.003389294978695885,0.003355970950883249,0.012424331347276635,0.011510257348386697
HCT_mlp_4,67.43751287460327,0.023693323135375977,-0.002879447985995823,-0.0029045247179725195,-1.2309656848141769e-05,-1.2534847892323129e-05,-0.0035085120561488413,-0.003540458712133659,0.0025726426744677976,0.0025801267879970173,0.009227508368546718,0.008918209593825046
HGB_mlp_0,55.47197985649109,0.020997047424316406,-0.5269492088219514,-0.5048412110329581,-0.4677483812573599,-0.42657493608305813,-0.6839213268040117,-0.6531270443666057,0.006276086397291396,0.005665305845643282,0.005361405241568737,0.005094200325910025
HGB_mlp_1,59.84056758880615,0.021927833557128906,-0.46784963870006036,-0.4675419129694256,-0.3706808797668655,-0.3669580529108954,-0.6088356755043725,-0.605770627309459,0.005196333081732083,0.005286972305980757,0.004839266116469966,0.004598675398207171
HGB_mlp_2,57.53824424743652,0.0326380729675293,-0.4614650401630678,-0.45923378185975183,-0.34764273851800154,-0.3423578515222445,-0.5896123629283917,-0.5851135372919042,0.005255851960123916,0.005230179969625319,0.00470605820843553,0.004547458201069551
HGB_mlp_3,52.55912494659424,0.0397491455078125,-0.4949482903773786,-0.5049182248376538,-0.40402460127038375,-0.42103848997326415,-0.6356292954784131,-0.6488747875925402,0.005364821162575083,0.005896195331503945,0.00513634195871688,0.004979100884725469
HGB_mlp_4,59.9234983921051,0.02151632308959961,-0.5852048536319926,-0.5718376125342824,-0.5885751338041397,-0.549571460897265,-0.7671865052281223,-0.7413308714044391,0.007051102466667303,0.0066788196713408335,0.006227748517406328,0.005595504891375499
LY_mlp_0,63.892205238342285,0.02483344078063965,-0.0511438344115144,-0.05107591513506727,-0.004548410147109761,-0.004441780834125298,-0.06744190201284185,-0.06664668659524867,0.03323509568745349,0.029412242097800627,0.01822754108455185,0.018012617998715855
LY_mlp_1,64.59866404533386,0.010286808013916016,-0.051380544805871564,-0.05090629986735768,-0.00454196483612282,-0.004340481123676086,-0.06739410090002551,-0.06588232785562519,0.03134191923082582,0.02953767286592492,0.018214621864871758,0.017806034555574373
LY_mlp_2,63.728225231170654,0.03836202621459961,-0.050200893779697206,-0.049379240554395826,-0.00445172716968175,-0.004388277616119237,-0.06672126474881715,-0.06624407608321846,0.030353737635112277,0.029769215232348017,0.018032774256437067,0.017903804346815797
LY_mlp_3,65.20255851745605,0.028126955032348633,-0.05019318079689779,-0.049500620060969606,-0.0045413765063065225,-0.004377906404836571,-0.06738973591212925,-0.06616574948443169,0.028841557751952827,0.030270319629302756,0.018213442138413312,0.017882634995792346
LY_mlp_4,57.54810333251953,0.024933338165283203,-0.05109339793544789,-0.049651549288288355,-0.00445961825412503,-0.0044038889216842115,-0.06678037327033318,-0.06636180318288686,0.02842412188849705,0.030433892655063157,0.01804874953252248,0.017935622481861313
MCH_mlp_0,70.66983270645142,0.023563623428344727,-0.05362416650326975,-0.04890158471073235,-0.0050628889410622695,-0.004057629111918152,-0.07115398050047705,-0.06369952206977814,0.002291135831975723,0.0020559164005405778,0.005793476739128028,0.005147333739580189
MCH_mlp_1,68.6096363067627,0.029921770095825195,-0.046288425077307925,-0.04530234289075284,-0.003646909940539848,-0.0034612196886768085,-0.06038965093904624,-0.05883213143068002,0.0019480215370642848,0.001884946929585957,0.004878201543548023,0.004731523549272408
MCH_mlp_2,74.24304556846619,0.020559072494506836,-0.05532305654788554,-0.05593933690828399,-0.005276024891275312,-0.005501882947252759,-0.07263625053150329,-0.07417467861239953,0.0023738090289532037,0.002412518496961795,0.005805068252622023,0.005943339012117233
MCH_mlp_3,68.84203934669495,0.027344703674316406,-0.046252111569841645,-0.04652744693448316,-0.003773311137109697,-0.0037362008608201784,-0.06142728332841765,-0.06112447022936214,0.0019722532002648344,0.001949885627795236,0.004941337840666888,0.004885439905729008
MCH_mlp_4,62.96115326881409,0.02774953842163086,-0.051931512747465484,-0.05279313826866123,-0.0048737529439844395,-0.005005879245963075,-0.0698122692940463,-0.07075223845196048,0.0022411446790094975,0.002284833577518183,0.005615600763184356,0.005653376571332663
MCHC_mlp_0,77.71347784996033,0.020533084869384766,-0.5506596726159922,-0.5049352229024221,-0.5738944363657873,-0.44721043420034634,-0.7575582065859938,-0.6687379413494843,0.0023688271928698377,0.0020527927642305095,0.012648098074349752,0.010916189708701516
MCHC_mlp_1,65.89774203300476,0.03416156768798828,-0.517793109864405,-0.5203081736745704,-0.4783323467399598,-0.4817989170209084,-0.6916157507893814,-0.6941173654511954,0.0021352385163833647,0.0021353378791945854,0.011215562596322172,0.011444649934015724
MCHC_mlp_2,78.05700254440308,0.02046942710876465,-0.5118715605924566,-0.5138794846329909,-0.45373917924373613,-0.45407505571273915,-0.6736016472988587,-0.6738509150492705,0.002070485697971832,0.0020731491171952026,0.011281883809959335,0.01132125750459701
MCHC_mlp_3,67.6181709766388,0.029389381408691406,-0.5382439770052615,-0.5436405092109574,-0.5277161926547983,-0.5340263710969925,-0.7264407702316812,-0.7307710798170604,0.0022106343940236943,0.0022395546797110023,0.012666909428153147,0.011902452536358308
MCHC_mlp_4,70.04964995384216,0.02665877342224121,-0.4952297505473037,-0.4972764336866918,-0.43326148003539056,-0.42921719513898904,-0.65822600984418,-0.6551466974189742,0.0020006092069382083,0.0020131080860019326,0.01159758877989686,0.010565975053129482
MCV_mlp_0,70.68636465072632,0.02809906005859375,-0.17028781441759652,-0.14764245478108443,-0.0570814625969768,-0.03988077012479516,-0.238917271449715,-0.19970170285902714,0.002488810846340783,0.0021179781985904366,0.0070712661128705815,0.005884836599442592
MCV_mlp_1,56.882288217544556,0.04545474052429199,-0.1623077367239775,-0.1599485474886594,-0.05091661494604959,-0.04788286132466173,-0.2256471026759475,-0.218821528476203,0.0024202424882393686,0.0023545127998914235,0.006556555080587478,0.006337978322671239
MCV_mlp_2,62.06222128868103,0.029874801635742188,-0.15951754537100163,-0.16029210020230986,-0.05006056677176701,-0.04738418873092264,-0.22374218818043015,-0.2176790957600721,0.002432762151320044,0.002356055226938168,0.0065956133410669,0.006390753900687033
MCV_mlp_3,69.1993019580841,0.03993582725524902,-0.15745778321786658,-0.16032734422342676,-0.04620493148971412,-0.04835257589991463,-0.21495332397921676,-0.21989219153920547,0.0023267003825236774,0.0023606511194296325,0.006310898497768604,0.00636283125533142
MCV_mlp_4,65.17408537864685,0.05483055114746094,-0.15229021060211592,-0.15710992311125593,-0.04188680710115783,-0.04526207911345646,-0.20466266660326166,-0.21274886395338627,0.002214322410191512,0.002262297087535517,0.005979166032792666,0.006185527851519157
MONO_mlp_0,58.933528423309326,0.0072879791259765625,-0.04840237215024693,-0.04819649464997853,-0.004136168594429081,-0.004060173743762281,-0.06431305150923163,-0.0637194926514821,0.04157429061049576,0.04104698510862625,0.04593789393516545,0.045513923322487215
MONO_mlp_1,63.36431908607483,0.03317403793334961,-0.05082339634615269,-0.0500637364257883,-0.004332351112559407,-0.004137538708351718,-0.06582059793529231,-0.06432370253920182,0.0421212217769458,0.04159209696927446,0.04701471281092308,0.04594550181371559
MONO_mlp_2,66.85293292999268,0.0160219669342041,-0.05034824214451822,-0.049942376802493686,-0.004310928269751519,-0.00424614388393215,-0.06565765964266103,-0.06516244228029018,0.042907289964206896,0.04194395347078464,0.046898328316186455,0.0465446016287787
MONO_mlp_3,58.97995471954346,0.027870655059814453,-0.04889538503527908,-0.048876468698689904,-0.004191831914487663,-0.004123078650119456,-0.0647443581672385,-0.06421120346263147,0.042091996913960796,0.04141653125978302,0.046245970119456074,0.04586514533045105
MONO_mlp_4,58.657026052474976,0.03471207618713379,-0.05013069646170804,-0.049160388533524696,-0.004174951970207343,-0.004075420983670694,-0.06461386824983738,-0.06383902398745374,0.0409544858984029,0.04132859131564046,0.04615276303559813,0.04559930284818124
MPV_mlp_0,63.17774438858032,0.029346466064453125,-0.8386831896976503,-0.7820510335114653,-1.117639783271546,-0.9621251801620581,-1.0571848387446472,-0.9808797990386274,0.11651421060871367,0.10648454623157977,0.21216146193799892,0.19256714793388058
MPV_mlp_1,55.13942217826843,0.03821372985839844,-0.798053752748727,-0.7909497328683776,-0.9997275756848388,-0.9866635975005253,-0.9998637785642797,-0.9933094167984744,0.10905788767122793,0.10820718163248569,0.19583249436274763,0.18927781705024402
